give site product codes and stop with '0':
give current start prices and stop with '0':
give current final prices and stop with '0':
give new product codes and stop with '0':
give new prices and stop with '0':
give discounts and stop with '100':
-----------------------------------


list of start prices with respect to current product codes from site

-----------------------------------
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,550000
1,950000
1,950000
1,950000
1,950000
1,950000
1,950000
1,950000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
2,000000
3,300000
3,300000
3,300000
3,300000
3,300000
3,300000
3,300000
3,300000
4,500000
4,500000
4,500000
4,500000
4,500000
4,500000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
4,900000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
5,250000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
5,500000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
5,900000
6,200000
6,200000
6,200000
6,200000
6,200000
6,200000
6,200000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
6,500000
8,000000
8,000000
8,000000
8,000000
8,000000
8,000000
8,000000
8,000000
7,440000
7,440000
7,440000
7,440000
7,440000
7,440000
7,000000
7,010000
7,010000
7,010000
7,010000
7,010000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
8,700000
9,000000
8,700000
8,800000
8,900000
8,900000
8,900000
8,900000
8,900000
9,170000
9,170000
9,170000
9,170000
9,000000
9,000000
9,000000
9,000000
9,000000
9,900000
9,900000
9,900000
9,900000
9,900000
9,900000
9,900000
9,900000
9,900000
10,000000
10,000000
10,000000
10,000000
10,000000
10,000000
10,000000
10,000000
10,000000
13,500000
13,500000
13,500000
13,500000
13,500000
13,500000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
10,900000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
11,500000
12,900000
12,900000
12,900000
13,000000
13,000000
13,000000
11,800000
11,800000
11,800000
11,800000
11,800000
11,800000
11,800000
11,800000
11,800000
11,800000
11,900000
11,900000
11,900000
11,900000
11,900000
11,800000
11,800000
12,400000
12,400000
12,400000
12,400000
12,400000
12,400000
12,400000
12,400000
12,400000
12,400000
12,400000
13,890000
12,600000
12,600000
12,600000
12,600000
14,140000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
13,100000
15,550000
15,120000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,700000
13,000000
13,000000
13,000000
15,370000
15,370000
15,370000
15,380000
15,380000
13,900000
13,900000
13,900000
16,000000
14,300000
14,300000
14,300000
15,870000
15,870000
15,870000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
16,400000
16,400000
16,400000
16,400000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,500000
14,900000
14,900000
14,900000
16,620000
16,620000
16,620000
16,620000
16,620000
16,620000
15,100000
15,000000
17,360000
17,360000
20,000000
20,000000
15,500000
15,500000
15,500000
15,500000
15,500000
16,600000
16,600000
16,600000
16,600000
17,800000
17,800000
17,800000
19,300000
19,300000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
17,500000
21,000000
19,590000
19,590000
19,590000
19,590000
